index,artist,song,id,uri,href,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,hot
95,Scotty McCreery,It Matters To Her,4aSRUXfKuBbmje0eXNukuL,spotify:track:4aSRUXfKuBbmje0eXNukuL,https://open.spotify.com/track/4aSRUXfKuBbmje0eXNukuL,0.00528,0.516,0.752,3.78e-05,0.251,-5.09,0.0333,105.007,0.482,1
96,Jimin,Like Crazy,0u8rZGtXJrLtiSe34FPjGG,spotify:track:0u8rZGtXJrLtiSe34FPjGG,https://open.spotify.com/track/0u8rZGtXJrLtiSe34FPjGG,0.00306,0.623,0.755,0.0,0.387,-5.386,0.0415,119.957,0.32,1
97,Taylor Swift,All Of The Girls You Loved Before,4P9Q0GojKVXpRTJCaL3kyy,spotify:track:4P9Q0GojKVXpRTJCaL3kyy,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy,0.707,0.718,0.467,6.92e-05,0.126,-9.66,0.0398,95.96,0.396,1
98,Luke Combs,5 Leaf Clover,2RbIoEQeXBoJzWt09eitEI,spotify:track:2RbIoEQeXBoJzWt09eitEI,https://open.spotify.com/track/2RbIoEQeXBoJzWt09eitEI,0.0554,0.423,0.58,2.92e-06,0.168,-4.959,0.0243,82.755,0.336,1
99,YoungBoy Never Broke Again,Big Truck,5dT8SEE6yaZMGn16u6FI9R,spotify:track:5dT8SEE6yaZMGn16u6FI9R,https://open.spotify.com/track/5dT8SEE6yaZMGn16u6FI9R,0.00325,0.759,0.672,0.0,0.158,-6.057,0.379,163.106,0.536,1
0,Melaena Cadiz,Needles River,4TCcDD97LU6rBUnYhjGmR8,spotify:track:4TCcDD97LU6rBUnYhjGmR8,spotify:track:4TCcDD97LU6rBUnYhjGmR8,0.378,0.754,0.591,0.0,0.108,-6.465,0.0566,141.998,0.69,2
2,aaron yabrov,pendulum,4Y2glvLjQGOb4dXnwm1hQf,spotify:track:4Y2glvLjQGOb4dXnwm1hQf,spotify:track:7eJqLdEQ96D5Xzc406xkeZ,2.84e-05,0.42,0.969,0.00861,0.379,-3.139,0.0581,174.038,0.182,2
3,John Hyatt and M4SK 22,Frost on my Window,23EgnmfkdOsDK96ftbVv0Q,spotify:track:23EgnmfkdOsDK96ftbVv0Q,spotify:track:23EgnmfkdOsDK96ftbVv0Q,0.736,0.446,0.41,0.0,0.122,-11.431,0.0289,156.274,0.318,2
4,LIL and Sin Senal,Uninstall,3pjvkWO9fqiRRBE1tDLu3S,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,spotify:track:3pjvkWO9fqiRRBE1tDLu3S,0.333,0.822,0.851,0.00792,0.105,-3.314,0.0422,117.992,0.749,2
5,Loretta Kelley,"Sandsdalsgangaren, telegangar",3mM14WXoPaLRjjkmxHe99L,spotify:track:3mM14WXoPaLRjjkmxHe99L,spotify:track:3mM14WXoPaLRjjkmxHe99L,0.836,0.604,0.354,0.00474,0.103,-14.07,0.0313,137.349,0.635,2
6,Ant The Symbol,In Your Eyes,7ekkXS4zj1yw1Kb9fMqC8v,spotify:track:7ekkXS4zj1yw1Kb9fMqC8v,spotify:track:7ekkXS4zj1yw1Kb9fMqC8v,0.111,0.712,0.672,0.883,0.0864,-9.309,0.0538,121.989,0.122,2
7,The Young,Apaches Throat,6RKfmgy3uFnIdSfYCFKUmj,spotify:track:6RKfmgy3uFnIdSfYCFKUmj,spotify:track:6RKfmgy3uFnIdSfYCFKUmj,0.0833,0.355,0.595,0.629,0.128,-6.851,0.0374,115.911,0.349,2
9,Secret Birds,Laser Archipelago (Live on New Weird Australia),1axqlgB4PhgeMaytSRX5J3,spotify:track:1axqlgB4PhgeMaytSRX5J3,spotify:track:1rhuGqHnV43rhas87dQdYV,8.04e-05,0.39,0.997,0.873,0.208,-3.869,0.278,176.859,0.142,2
10,Fhernando,(I Need Ya) L.O.V.E,0TwhMgRmBc36yyOOqnkqD7,spotify:track:0TwhMgRmBc36yyOOqnkqD7,spotify:track:0TwhMgRmBc36yyOOqnkqD7,0.006,0.78,0.621,0.926,0.244,-7.461,0.0334,125.006,0.505,2
11,Le Mal,Poignard sodo à gogo,3yUt2teLC8TgK1TrAgFFkh,spotify:track:3yUt2teLC8TgK1TrAgFFkh,spotify:track:7IVegU62sy9SDZtYeGzYyq,0.833,0.445,0.283,0.0,0.35,-9.828,0.0609,122.538,0.168,2
12,ZAUS / .E.,Zero Gravity (Hypodermic Fluctuation Mix),3eVVcKWB0ci4wbtIM5l1YO,spotify:track:3eVVcKWB0ci4wbtIM5l1YO,spotify:track:3eVVcKWB0ci4wbtIM5l1YO,0.263,0.949,0.355,0.676,0.112,-15.608,0.0446,100.009,0.531,2
13,Liquor Store,Vodka Beach,7aNWzJrpYCR0w8QIeQhgGH,spotify:track:7aNWzJrpYCR0w8QIeQhgGH,spotify:track:7aNWzJrpYCR0w8QIeQhgGH,0.000149,0.323,0.729,0.00741,0.105,-6.76,0.0385,81.591,0.461,2
14,Human Resources,B8 Dream about the Jersey Shore,5c9jzzykoVrxIgE2hNVD0G,spotify:track:5c9jzzykoVrxIgE2hNVD0G,spotify:track:5c9jzzykoVrxIgE2hNVD0G,0.0478,0.748,0.889,0.669,0.353,-7.684,0.0581,135.279,0.225,2
15,Manthrewny,Even Nowhere Is Somewhere,6RzxkuOYkU3gketQNc14vm,spotify:track:6RzxkuOYkU3gketQNc14vm,spotify:track:6RzxkuOYkU3gketQNc14vm,0.62,0.239,0.189,2.1e-05,0.115,-13.777,0.0383,76.194,0.146,2
16,Overthruster,hoover mash up this up your cunt,1hQHfLiU3tYx7SgWUGlAJ5,spotify:track:1hQHfLiU3tYx7SgWUGlAJ5,spotify:track:43FbzQS4VkeKi8pFLzODPr,0.0698,0.639,0.602,0.0,0.153,-7.254,0.13,145.907,0.398,2
17,ODORBABY,30,4f1ML3x043Sl0QdVeNB4yT,spotify:track:4f1ML3x043Sl0QdVeNB4yT,spotify:track:4f1ML3x043Sl0QdVeNB4yT,0.000708,0.277,0.993,5.02e-06,0.462,-1.465,0.197,132.208,0.0981,2
18,Klaus Filip / Nicolaj Kirisits / et al.,Cultural Morphing,6eSfxoVcsbsFk1pDSghN2S,spotify:track:6eSfxoVcsbsFk1pDSghN2S,spotify:track:4QWwyaxVCf7rY9ifMJaNTK,0.468,0.736,0.382,0.00516,0.0622,-11.226,0.0294,110.02,0.427,2
19,Alex Gross,Naturally Smooth,3MA7WOB1Drf0EBPjFT36Cd,spotify:track:3MA7WOB1Drf0EBPjFT36Cd,spotify:track:3MA7WOB1Drf0EBPjFT36Cd,0.0837,0.804,0.882,0.932,0.104,-7.2,0.0511,123.994,0.537,2
20,Jorg,What,6EOPpeRq5Qd1VBHd6GO2y5,spotify:track:6EOPpeRq5Qd1VBHd6GO2y5,spotify:track:6EOPpeRq5Qd1VBHd6GO2y5,0.471,0.734,0.727,1.33e-05,0.124,-5.679,0.0839,134.988,0.341,2
21,Obits,"Widow Of My Dreams (@ Empty Bottle, 2011)",67eHnPATWWoFUR6fqztWZQ,spotify:track:67eHnPATWWoFUR6fqztWZQ,spotify:track:67eHnPATWWoFUR6fqztWZQ,8.65e-06,0.374,0.943,0.848,0.134,-5.639,0.0335,156.52,0.719,2
22,Herzog Rising,Encantation,6O4hMgJBAgrFaHs1ZIC8iQ,spotify:track:6O4hMgJBAgrFaHs1ZIC8iQ,spotify:track:1P5Po5w0OqxgY7FFIisCIR,0.487,0.561,0.499,0.0,0.161,-8.569,0.0291,143.941,0.414,2
23,M F W,viens te branler part 2,0hZ3Lks3Rfvq70agv2UIRB,spotify:track:0hZ3Lks3Rfvq70agv2UIRB,spotify:track:0hZ3Lks3Rfvq70agv2UIRB,0.211,0.786,0.321,0.0,0.107,-13.887,0.367,81.944,0.295,2
25,Chrome Cranks,Driving Bad,3jXYZwQ8Ab9sbSHcbbaHAP,spotify:track:3jXYZwQ8Ab9sbSHcbbaHAP,spotify:track:3jXYZwQ8Ab9sbSHcbbaHAP,0.0797,0.285,0.996,0.872,0.373,-3.261,0.0932,87.811,0.0363,2
26,Daniel Barbiero,Epoche,0JJBBdQl7VQ9bSZzpwwZmu,spotify:track:0JJBBdQl7VQ9bSZzpwwZmu,spotify:track:0JJBBdQl7VQ9bSZzpwwZmu,0.994,0.317,0.00595,0.928,0.0837,-33.534,0.0344,67.413,0.051,2
27,moody alien,Anywhere Else (alien's re-bake) - Knopfdreher (ft. moody alien),4tGhOyRQ7SS4xOZ7Iw3uQr,spotify:track:4tGhOyRQ7SS4xOZ7Iw3uQr,spotify:track:4tGhOyRQ7SS4xOZ7Iw3uQr,0.0222,0.392,0.457,0.0,0.1,-7.571,0.0336,172.318,0.31,2
28,Simon Waldram,Dandelion,5MIYtEW75hkwN77wuQH1ld,spotify:track:5MIYtEW75hkwN77wuQH1ld,spotify:track:5MIYtEW75hkwN77wuQH1ld,0.753,0.5,0.454,0.295,0.228,-6.628,0.0308,115.557,0.391,2
29,Rob Steady,Tremplin a Chenille,0ITtt0udpChyYnI8AscvXo,spotify:track:0ITtt0udpChyYnI8AscvXo,spotify:track:5fkXkDrAqipd1xbLY4rEgk,0.00317,0.625,0.885,0.439,0.121,-9.77,0.0769,120.0,0.964,2
30,Taker 51,Onofre,0t0F3Qyt3kKFU7rGxKa02t,spotify:track:0t0F3Qyt3kKFU7rGxKa02t,spotify:track:6Eq3kzPI5tvtOaaXwyJWuW,0.513,0.718,0.341,0.943,0.126,-10.771,0.106,159.054,0.487,2
31,Mittimus,Telekinetic Insects,0pOdE0BXSJjB2dMvTTk7oj,spotify:track:0pOdE0BXSJjB2dMvTTk7oj,spotify:track:0pOdE0BXSJjB2dMvTTk7oj,0.14,0.289,0.752,0.899,0.423,-15.806,0.143,83.454,0.0387,2
32,Anitek,Float,2JIY6nN5kkkfNz0TckPqYu,spotify:track:2JIY6nN5kkkfNz0TckPqYu,spotify:track:69ylUPLusue7f4Q1fyiEdr,0.202,0.783,0.504,0.0,0.854,-5.349,0.124,126.009,0.334,2
33,People Like Us and Friends,People Like Us / More 2000 Announcements,6tFeZgmfkspHPH33MWe3m0,spotify:track:6tFeZgmfkspHPH33MWe3m0,spotify:track:7FzDVk2LKrTjOn362NeUmy,0.043,0.6,0.787,0.0,0.358,-5.163,0.0366,127.977,0.608,2
34,OsO El roTo,El amor,3G7XZRL8w7Edqr92J2NUtm,spotify:track:3G7XZRL8w7Edqr92J2NUtm,spotify:track:3G7XZRL8w7Edqr92J2NUtm,0.792,0.469,0.233,0.181,0.103,-18.049,0.411,99.149,0.235,2
35,Noise to Silence,Ode to Joy,7p8UZ2zaQzMn3uxLmFZf79,spotify:track:7p8UZ2zaQzMn3uxLmFZf79,spotify:track:7p8UZ2zaQzMn3uxLmFZf79,0.989,0.508,0.121,0.929,0.125,-26.076,0.0542,140.085,0.349,2
36,Rue de Prague,From Limbos,2QdIzYZgex1rqQ2OjA2LTb,spotify:track:2QdIzYZgex1rqQ2OjA2LTb,spotify:track:2QdIzYZgex1rqQ2OjA2LTb,0.966,0.365,0.155,0.952,0.1,-19.436,0.0426,71.467,0.122,2
37,Samita Sinha,02 (excerpt),1TSehAcbBAcmZlSNMjmf6U,spotify:track:1TSehAcbBAcmZlSNMjmf6U,spotify:track:1Z6CHHfuwYQScmTSjsKtnF,0.76,0.52,0.364,1.36e-05,0.251,-9.484,0.0427,184.244,0.716,2
38,Boss Bass,Complex World,3rDNjj8YBwzdHGCmy3uYMO,spotify:track:3rDNjj8YBwzdHGCmy3uYMO,spotify:track:3rDNjj8YBwzdHGCmy3uYMO,0.00886,0.763,0.882,0.883,0.102,-6.882,0.234,139.982,0.617,2
39,Vegaenduro,Ash Blond Garden,7HwTAcEPoUokwB6gqCIvBy,spotify:track:7HwTAcEPoUokwB6gqCIvBy,spotify:track:7HwTAcEPoUokwB6gqCIvBy,0.0339,0.469,0.363,0.246,0.0895,-10.475,0.0316,112.255,0.213,2
40,Projekt Klangform,Character Traumwelt-E ([interrupt:Jumper]'s Mystery Theatre Pt.I RMX),16hXBWOFpF44cKc4HCKboD,spotify:track:16hXBWOFpF44cKc4HCKboD,spotify:track:16hXBWOFpF44cKc4HCKboD,0.42,0.629,0.71,0.884,0.113,-9.579,0.0556,127.963,0.125,2
41,Limiñanas,Gogo Girl,2kslIJBbkR3fLib9GrgCRv,spotify:track:2kslIJBbkR3fLib9GrgCRv,spotify:track:2kslIJBbkR3fLib9GrgCRv,0.0241,0.537,0.711,8.41e-06,0.269,-5.051,0.0243,80.12,0.74,2
42,Cosmic Analog Ensemble,Seven Seas in Four Seasons,1e9Tt3nKBwRbuaU79kN3dn,spotify:track:1e9Tt3nKBwRbuaU79kN3dn,spotify:track:1e9Tt3nKBwRbuaU79kN3dn,0.119,0.31,0.893,0.0176,0.248,-6.102,0.107,126.343,0.427,2
43,MV + EE,MV + EE Live at the OCCII,4tW2Ae372VrihMfsw3loc0,spotify:track:4tW2Ae372VrihMfsw3loc0,spotify:track:4tW2Ae372VrihMfsw3loc0,0.00202,0.477,0.808,0.0263,0.146,-10.708,0.0471,155.985,0.419,2
44,Bruce Miller,home sufi 1 (camel song),31sxrIYxU3D4uL5khL1nJA,spotify:track:31sxrIYxU3D4uL5khL1nJA,spotify:track:3mN4ZW45fZVR9ZIqC4RJ6S,0.0185,0.684,0.751,0.0138,0.294,-6.904,0.134,96.522,0.894,2
45,Julien Mier,Windmills & Lantarnlights,3XkUCBouaD0NOAjfbi5D95,spotify:track:3XkUCBouaD0NOAjfbi5D95,spotify:track:2f4mTu5Y6I3wVApqhy5wbV,0.84,0.642,0.306,0.904,0.101,-23.626,0.0509,99.984,0.0399,2
46,Salam,Drogue,2n5TA1DX2pim4rEhZudhwc,spotify:track:2n5TA1DX2pim4rEhZudhwc,spotify:track:2n5TA1DX2pim4rEhZudhwc,0.13,0.904,0.581,0.0,0.375,-5.852,0.0939,121.997,0.826,2
47,Asthmatic Astronaut,UP,1Kbaq0BewuzPPfZe8NxRAi,spotify:track:1Kbaq0BewuzPPfZe8NxRAi,spotify:track:1Kbaq0BewuzPPfZe8NxRAi,0.921,0.582,0.211,0.703,0.105,-10.759,0.0409,93.966,0.408,2
48,ROZKOL,Chum Spit,3hEsiReZASMZWwH5i4BWD9,spotify:track:3hEsiReZASMZWwH5i4BWD9,spotify:track:3hEsiReZASMZWwH5i4BWD9,0.0058,0.678,0.805,0.81,0.0952,-6.741,0.0308,122.008,0.454,2
49,Derek Clegg,Back To Life,25exkrIuNdaVhWuPJWraU0,spotify:track:25exkrIuNdaVhWuPJWraU0,spotify:track:25exkrIuNdaVhWuPJWraU0,0.638,0.54,0.499,9.35e-05,0.271,-8.11,0.028,113.821,0.285,2
50,Spinnaface,Feel The Shine,1G3jkQhxAhYcW6Ol72yyTL,spotify:track:1G3jkQhxAhYcW6Ol72yyTL,spotify:track:1G3jkQhxAhYcW6Ol72yyTL,0.107,0.85,0.479,0.0,0.121,-8.443,0.514,82.409,0.576,2
51,The Agrarians,You Bet Your Life Tonight,2LJnqa6OFoKrMdx84CYfGh,spotify:track:2LJnqa6OFoKrMdx84CYfGh,spotify:track:2LJnqa6OFoKrMdx84CYfGh,0.000806,0.553,0.913,0.0392,0.315,-8.811,0.0319,131.379,0.812,2
52,Claremont Trio,Fantasiestücke Op88 (Robert Schumann),7rrDSYbroZhV6aKkbYxiuG,spotify:track:7rrDSYbroZhV6aKkbYxiuG,spotify:track:7rrDSYbroZhV6aKkbYxiuG,0.996,0.404,0.0151,0.916,0.0946,-35.799,0.0652,134.935,0.282,2
54,Uncle Milk,1 snow day (short),2YITzEhmCMuIUMUNWvuvAW,spotify:track:2YITzEhmCMuIUMUNWvuvAW,spotify:track:4xPwi7WRuxgbPFwSCYqKuP,0.0893,0.522,0.676,0.977,0.234,-15.076,0.0329,143.027,0.849,2
55,HENOG le musicien,sans titre,2miDNVGio6WeziZlcHelUs,spotify:track:2miDNVGio6WeziZlcHelUs,spotify:track:2rk8hnBWF0zZDFIVoeE16O,0.15,0.744,0.61,0.000194,0.112,-7.172,0.117,83.996,0.324,2
56,Mitoma,Cpertad,4SwW8YMx6n6CTZLhdmx9MR,spotify:track:4SwW8YMx6n6CTZLhdmx9MR,spotify:track:5JQNO0rhJUdOevWVvSWjro,0.495,0.706,0.476,0.174,0.113,-11.061,0.0509,153.997,0.574,2
57,Tusk Lord,Two One-Ways,7oA4HQm83TwYfP8EAYFRfM,spotify:track:7oA4HQm83TwYfP8EAYFRfM,spotify:track:7oA4HQm83TwYfP8EAYFRfM,0.0356,0.735,0.429,0.222,0.408,-9.813,0.0828,120.179,0.142,2
58,Antony Milton,Day of the World,5qXyfG2mZRim7kcrRLTZkx,spotify:track:5qXyfG2mZRim7kcrRLTZkx,spotify:track:5qXyfG2mZRim7kcrRLTZkx,0.995,0.243,0.438,0.963,0.13,-15.063,0.0473,186.181,0.723,2
59,Jahzzar,Part III,4fsjRbuz3VB0eJRoIZttHN,spotify:track:4fsjRbuz3VB0eJRoIZttHN,spotify:track:49ztutPq82dK8AYDO2OkN7,0.947,0.461,0.353,0.000107,0.135,-10.033,0.158,88.107,0.719,2
60,Podington Bear,Gentle Marimbas,4gf51VIupUMcQJd2jLp3ql,spotify:track:4gf51VIupUMcQJd2jLp3ql,spotify:track:4gf51VIupUMcQJd2jLp3ql,0.992,0.771,0.143,0.83,0.111,-19.845,0.191,96.05,0.583,2
61,2 Foot Flame,The Dance Alone,09yItO0N246XPP2j55EpYO,spotify:track:09yItO0N246XPP2j55EpYO,spotify:track:09yItO0N246XPP2j55EpYO,0.000173,0.525,0.713,0.104,0.0808,-6.214,0.0362,190.103,0.655,2
62,Ornamatik,Balkan Space Camp,4J1O2O8Cc4ratG3cGzu2BC,spotify:track:4J1O2O8Cc4ratG3cGzu2BC,spotify:track:4J1O2O8Cc4ratG3cGzu2BC,0.131,0.619,0.524,0.789,0.0922,-8.025,0.0453,141.875,0.67,2
63,Čoček Nation,Xelianov,7pBg0xXqaZslDaSo2I9a8t,spotify:track:7pBg0xXqaZslDaSo2I9a8t,spotify:track:7pBg0xXqaZslDaSo2I9a8t,0.993,0.305,0.152,3.82e-05,0.329,-19.88,0.0609,103.251,0.127,2
64,Dylan Grimm,Megacity DELTA,2dqFCjvajPzIisD9bSxPXj,spotify:track:2dqFCjvajPzIisD9bSxPXj,spotify:track:5APxCsyIw6naYN2OFVfzXf,0.211,0.609,0.834,0.0,0.342,-6.689,0.168,75.041,0.37,2
65,Russell E. L. Butler,RELB 606 Delay 6 1 14 Bounce,1ZEBixgynCegJHaku7ijzt,spotify:track:1ZEBixgynCegJHaku7ijzt,spotify:track:2Rbc2VXCUVHeDXLk6g8uQp,0.529,0.489,0.975,0.00275,0.36,-6.267,0.0812,127.299,0.513,2
66,Lezet,Prodavnica kaseta,09904dONnOLQA5le7sY9nU,spotify:track:09904dONnOLQA5le7sY9nU,spotify:track:55335Y5ieafDbLxQJMuPgK,0.951,0.632,0.0963,0.324,0.124,-12.461,0.399,78.443,0.675,2
67,Benboncan,Murmur,0P24CykJ6WxN5WxgRYiTA2,spotify:track:0P24CykJ6WxN5WxgRYiTA2,spotify:track:0P24CykJ6WxN5WxgRYiTA2,0.99,0.247,0.0138,0.956,0.1,-26.019,0.0512,136.277,0.0438,2
68,It's Notherground Music!!,Just Got Chopped (Crack),1V8AuAKnZ33we4uRaCVu9r,spotify:track:1V8AuAKnZ33we4uRaCVu9r,spotify:track:1V8AuAKnZ33we4uRaCVu9r,7.37e-05,0.558,0.983,0.47,0.0597,-4.803,0.0702,128.012,0.936,2
69,Noidboy,Trilogia Del Nulla 2,5yNL07FfOxLK8onHaA7JIa,spotify:track:5yNL07FfOxLK8onHaA7JIa,spotify:track:5yNL07FfOxLK8onHaA7JIa,0.00617,0.742,0.496,0.705,0.149,-8.478,0.0678,117.025,0.519,2
70,4mat,Break Up,3bFBcBz6JNZCoFckM4JLeu,spotify:track:3bFBcBz6JNZCoFckM4JLeu,spotify:track:3bFBcBz6JNZCoFckM4JLeu,2.23e-05,0.39,0.932,0.851,0.522,-9.22,0.0447,149.995,0.264,2
71,OsO El roTo,el mundo,4MDLvDUSbL6TEtc12CxNyp,spotify:track:4MDLvDUSbL6TEtc12CxNyp,spotify:track:4MDLvDUSbL6TEtc12CxNyp,0.331,0.652,0.524,0.0,0.273,-6.582,0.0311,134.812,0.396,2
72,Rotor Perdition,DDAARREE,0D2EuYVBaJSXM096glPL7N,spotify:track:0D2EuYVBaJSXM096glPL7N,spotify:track:3cgTRuwDKz3HSygPgdbwz2,0.347,0.712,0.622,0.0,0.107,-8.469,0.367,151.946,0.423,2
73,Mild Maynyrd,The Valley,6pqZjgc1HAGImauB9sCGU1,spotify:track:6pqZjgc1HAGImauB9sCGU1,spotify:track:1DRLIUG8HFTBfJOFYaByZn,0.00541,0.643,0.579,0.253,0.314,-8.129,0.0612,120.025,0.079,2
74,Auto Bonfire,I Have A Feeling That I've Been Here Before,316Cukw1XkLAnxANqreFwl,spotify:track:316Cukw1XkLAnxANqreFwl,spotify:track:0ontZ4yL3GmSn99rHaG2z4,0.755,0.661,0.116,0.891,0.112,-16.114,0.0495,99.966,0.209,2
75,Mystery Mammal,Ugh! Humans Can Join,6f31AeGymoZjpVZK2oiklc,spotify:track:6f31AeGymoZjpVZK2oiklc,spotify:track:6f31AeGymoZjpVZK2oiklc,0.000246,0.806,0.315,0.888,0.174,-14.756,0.0693,119.977,0.23,2
77,Mat Gabo,D7032,3wycBWyUOouc1ekEWqkv2t,spotify:track:3wycBWyUOouc1ekEWqkv2t,spotify:track:29BtteJHBSB5iwnxUwJxpJ,0.13,0.784,0.571,3.72e-06,0.645,-10.607,0.178,123.863,0.0707,2
78,guitarillas de oruro,07Anata Andina VIII,0pMyzMPOa2xqYQHvaBuw2m,spotify:track:0pMyzMPOa2xqYQHvaBuw2m,spotify:track:0pMyzMPOa2xqYQHvaBuw2m,0.966,0.542,0.301,0.812,0.105,-11.731,0.0955,134.036,0.759,2
79,The Freak Fandango Orchestra,Hey Moe,0ydxKxU4f8Fdl9AKjYFl1z,spotify:track:0ydxKxU4f8Fdl9AKjYFl1z,spotify:track:0ydxKxU4f8Fdl9AKjYFl1z,0.045,0.646,0.762,0.0658,0.0385,-4.923,0.0338,137.862,0.881,2
80,The Lotus Group,As You Like (Part 1),2ka0Oum3mNMGGXL9gBqdkq,spotify:track:2ka0Oum3mNMGGXL9gBqdkq,spotify:track:2ka0Oum3mNMGGXL9gBqdkq,0.00278,0.228,0.963,0.0678,0.148,-5.791,0.202,101.565,0.0376,2
81,Uffe,Henri Martin Affair  (Sweden),6ilhwuaJDBhbexELtY9CJE,spotify:track:6ilhwuaJDBhbexELtY9CJE,spotify:track:6ilhwuaJDBhbexELtY9CJE,0.786,0.764,0.384,0.245,0.135,-14.164,0.0369,128.882,0.932,2
82,East of Borneo,alittlebitofjazz,5FIp4LrsffxiHLhmmpCbCx,spotify:track:5FIp4LrsffxiHLhmmpCbCx,spotify:track:5FIp4LrsffxiHLhmmpCbCx,0.282,0.536,0.65,1.16e-06,0.0876,-5.603,0.0337,147.93,0.288,2
83,Casetofoane,Electrohood,36lwr5tEMMNAaC2p6ndQGb,spotify:track:36lwr5tEMMNAaC2p6ndQGb,spotify:track:36lwr5tEMMNAaC2p6ndQGb,0.0281,0.779,0.522,0.592,0.09,-10.336,0.145,127.997,0.345,2
84,Astma,brznv,3Icnj3FRBYCl2m2hF6cATP,spotify:track:3Icnj3FRBYCl2m2hF6cATP,spotify:track:3isUBfWCnSdmJDSRRoF4oT,0.0163,0.908,0.663,0.0,0.287,-4.032,0.359,119.983,0.399,2
85,Jerusalem &amp; The Starbaskets,Room 8,1dmES1X8l1AnFBy2gR3wYA,spotify:track:1dmES1X8l1AnFBy2gR3wYA,spotify:track:1dmES1X8l1AnFBy2gR3wYA,0.0301,0.837,0.449,5.37e-05,0.0604,-7.019,0.0554,124.021,0.825,2
86,Sam A La Bamalot,Subtle Growth,1KCAB4Yg4UWc9XKhQT5Y95,spotify:track:1KCAB4Yg4UWc9XKhQT5Y95,spotify:track:1KCAB4Yg4UWc9XKhQT5Y95,0.643,0.465,0.772,0.828,0.11,-7.93,0.244,93.191,0.234,2
87,MOAN,Work Report #356,7xVLFuuYdAvcTfcP3IG3dS,spotify:track:7xVLFuuYdAvcTfcP3IG3dS,spotify:track:6vc7GNW3FxMkgKuProVOoB,0.0246,0.841,0.733,0.0,0.174,-5.077,0.142,130.009,0.284,2
88,Tinyfolk,Cheap Red Birds,6SyTVA3273zE4BP2xQEBN3,spotify:track:6SyTVA3273zE4BP2xQEBN3,spotify:track:6SyTVA3273zE4BP2xQEBN3,0.000395,0.521,0.6,0.821,0.45,-12.207,0.0421,119.912,0.499,2
89,Unstoppable Death Machines,Do The Devo,1YOXRGOe2iwltpnncX7TSE,spotify:track:1YOXRGOe2iwltpnncX7TSE,spotify:track:1YOXRGOe2iwltpnncX7TSE,0.00424,0.476,0.995,0.636,0.185,-2.268,0.143,89.587,0.252,2
90,Ars Sonor,The Award Ceremony,7HQji1jIDc7RzEkl6SOcIU,spotify:track:7HQji1jIDc7RzEkl6SOcIU,spotify:track:7HQji1jIDc7RzEkl6SOcIU,0.365,0.708,0.551,0.0,0.115,-5.225,0.0551,118.117,0.213,2
92,Muddy Wires,Falling In,0kTBdysOL5AHuqx7tYEcbj,spotify:track:0kTBdysOL5AHuqx7tYEcbj,spotify:track:0kTBdysOL5AHuqx7tYEcbj,0.0835,0.534,0.585,3.03e-06,0.0968,-7.105,0.0375,134.507,0.402,2
93,Simo Soo,OMGZ Lets Bomb The Moon (Live on New Weird Australia),2LQlbwLgDKTL62PZhivz1G,spotify:track:2LQlbwLgDKTL62PZhivz1G,spotify:track:2LQlbwLgDKTL62PZhivz1G,0.00922,0.818,0.911,0.592,0.372,0.195,0.209,98.995,0.321,2
94,The Procedure Club,Seven Days Later,47BPp5TPDpl0wCXB0FWXvg,spotify:track:47BPp5TPDpl0wCXB0FWXvg,spotify:track:3CHuZoWdckUTnhiKtNooLI,0.00364,0.777,0.931,0.865,0.0602,-8.543,0.0509,137.871,0.493,2
95,Death Vacation,Weak End,21i8TwvGPppSKbYlE1TU0G,spotify:track:21i8TwvGPppSKbYlE1TU0G,spotify:track:21i8TwvGPppSKbYlE1TU0G,6.04e-06,0.185,0.888,0.738,0.249,-5.856,0.0926,105.295,0.322,2
96,Dirty Beaches,Neon Gods + Funeral Strippers,7mCIfZ3QpC2cyL5Wv0ai6z,spotify:track:7mCIfZ3QpC2cyL5Wv0ai6z,spotify:track:1i0ta3NUNreyKfDgqyy7QG,0.996,0.536,0.102,0.895,0.0929,-16.89,0.0423,134.877,0.24,2
97,Manueljgrotesque,01,0DeS4UmyddmyIKzN4qL4Id,spotify:track:0DeS4UmyddmyIKzN4qL4Id,spotify:track:0DeS4UmyddmyIKzN4qL4Id,0.000528,0.721,0.915,0.0381,0.0493,-4.749,0.0409,123.009,0.921,2
98,Lee Rosevere,Haven,7G3IItqiuLUijcz7a5LffK,spotify:track:7G3IItqiuLUijcz7a5LffK,spotify:track:7G3IItqiuLUijcz7a5LffK,0.937,0.073,0.22,0.963,0.066,-16.735,0.0367,63.242,0.033,2
99,Podington Bear,SilverSliver,1QEzs30PUAJJPbHL1e4NYH,spotify:track:1QEzs30PUAJJPbHL1e4NYH,spotify:track:1QEzs30PUAJJPbHL1e4NYH,0.269,0.35,0.508,2.37e-06,0.671,-7.584,0.025,81.719,0.286,2
100,UGLY CHILD,RADIENT,5x9RZg7HfXGY3JayXL3seF,spotify:track:5x9RZg7HfXGY3JayXL3seF,spotify:track:5x9RZg7HfXGY3JayXL3seF,0.13,0.511,0.517,0.0,0.074,-9.653,0.0328,75.67,0.433,2
